"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","CORN - ACRES PLANTED  -  <b>VALUE</b>","CORN - ACRES PLANTED  -  <b>CV (%)</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, FORAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>VALUE</b>","CORN, GRAIN - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>VALUE</b>","CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN $  -  <b>CV (%)</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","CORN, GRAIN - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>VALUE</b>","CORN, SILAGE - ACRES HARVESTED  -  <b>CV (%)</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>VALUE</b>","CORN, SILAGE - PRICE RECEIVED, MEASURED IN $ / TON  -  <b>CV (%)</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>VALUE</b>","CORN, SILAGE - PRODUCTION, MEASURED IN TONS  -  <b>CV (%)</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>VALUE</b>","CORN, SILAGE - YIELD, MEASURED IN TONS / ACRE  -  <b>CV (%)</b>"
"SURVEY","1924","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.4","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.81","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.96","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.22","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.25","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.36","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.88","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.61","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.38","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.34","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.1","","","","","","","","","","","","","","",""
"SURVEY","1924","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.15","","","","","","","","","","","","","","",""
"SURVEY","1924","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,814,000","","","","","","33,768,000","","12","","4,000","","","","19,000","","4.8",""
"SURVEY","1924","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","31,000","","","","17,000","","","","328,000","","226,000","","13.3","","3,000","","","","20,000","","6.8",""
"SURVEY","1924","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,024,000","","","","","","31,372,000","","15.5","","3,000","","","","9,000","","2.9",""
"SURVEY","1924","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","37,000","","","","","","1,147,000","","31","","18,000","","","","149,000","","8.3",""
"SURVEY","1924","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","1,858,000","","","","1,104,000","","","","","","10,488,000","","9.5","","50,000","","","","170,000","","3.4",""
"SURVEY","1924","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","133,000","","","","3,894,000","","3,192,000","","24","","2,000","","","","16,000","","8",""
"SURVEY","1924","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","589,000","","","","","","7,068,000","","12","","1,000","","","","4,000","","3.7",""
"SURVEY","1924","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,860,000","","","","","","40,530,000","","10.5","","7,000","","","","24,000","","3.5",""
"SURVEY","1924","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","37,000","","","","","","1,147,000","","31","","8,000","","","","54,000","","6.8",""
"SURVEY","1924","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","7,928,000","","","","","","261,624,000","","33","","323,000","","","","2,100,000","","6.5",""
"SURVEY","1924","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,866,000","","","","","","108,248,000","","28","","204,000","","","","1,142,000","","5.6",""
"SURVEY","1924","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","8,767,000","","","","","","245,476,000","","28","","312,000","","","","2,215,000","","7.1",""
"SURVEY","1924","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","5,494,000","","","","","","119,220,000","","21.7","","102,000","","","","530,000","","5.2",""
"SURVEY","1924","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,894,000","","","","","","66,562,000","","23","","26,000","","","","182,000","","7",""
"SURVEY","1924","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,195,000","","","","","","13,145,000","","11","","3,000","","","","10,000","","3.5",""
"SURVEY","1924","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","481,000","","","","","","13,468,000","","28","","18,000","","","","126,000","","7",""
"SURVEY","1924","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","783,000","","","","","","22,316,000","","28.5","","326,000","","","","2,119,000","","6.5",""
"SURVEY","1924","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,658,000","","","","","","70,437,000","","26.5","","412,000","","","","3,008,000","","7.3",""
"SURVEY","1924","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,152,000","","","","","","25,824,000","","12","","4,000","","","","13,000","","3.3",""
"SURVEY","1924","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","5,706,000","","","","","","134,091,000","","23.5","","64,000","","","","378,000","","5.9",""
"SURVEY","1924","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","81,000","","","","","","1,134,000","","14","","8,000","","","","22,000","","2.7",""
"SURVEY","1924","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","7,980,000","","","","","","171,570,000","","21.5","","36,000","","","","202,000","","5.6",""
"SURVEY","1924","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","159,000","","","","","","5,247,000","","33","","25,000","","","","200,000","","8",""
"SURVEY","1924","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","168,000","","","","","","2,268,000","","13.5","","4,000","","","","15,000","","3.7",""
"SURVEY","1924","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","176,000","","","","","","5,984,000","","34","","371,000","","","","3,154,000","","8.5",""
"SURVEY","1924","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,999,000","","","","","","31,984,000","","16","","9,000","","","","50,000","","5.6",""
"SURVEY","1924","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","253,000","","","","3,997,000","","4,934,000","","19.5","","71,000","","","","256,000","","3.6",""
"SURVEY","1924","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,749,000","","","","","","75,598,000","","27.5","","251,000","","","","1,506,000","","6",""
"SURVEY","1924","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,795,000","","","","","","50,310,000","","18","","8,000","","","","40,000","","5",""
"SURVEY","1924","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","20,000","","","","","","610,000","","30.5","","24,000","","","","151,000","","6.3",""
"SURVEY","1924","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,042,000","","","","","","38,033,000","","36.5","","204,000","","","","1,530,000","","7.5",""
"SURVEY","1924","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,596,000","","","","","","19,312,000","","12.1","","2,000","","","","8,000","","4",""
"SURVEY","1924","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","4,814,000","","","","3,459,000","","","","","","71,255,000","","20.6","","54,000","","","","308,000","","5.7",""
"SURVEY","1924","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,985,000","","","","","","62,685,000","","21","","24,000","","","","146,000","","6.1",""
"SURVEY","1924","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,625,000","","","","","","54,375,000","","15","","4,000","","","","15,000","","3.8",""
"SURVEY","1924","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","7,000","","","","","","161,000","","23","","3,000","","","","26,000","","8.8",""
"SURVEY","1924","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,336,000","","","","","","28,056,000","","21","","54,000","","","","378,000","","7",""
"SURVEY","1924","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","17,000","","","","","","510,000","","30","","11,000","","","","99,000","","9",""
"SURVEY","1924","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","413,000","","","","","","9,706,000","","23.5","","19,000","","","","142,000","","7.5",""
"SURVEY","1924","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","590,000","","","","","","14,455,000","","24.5","","1,095,000","","","","6,789,000","","6.2",""
"SURVEY","1924","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","237,000","","","","86,000","","","","","","903,000","","10.5","","3,000","","","","10,000","","3.4",""
"SURVEY","1923","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.14","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.11","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.1","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.17","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.69","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.83","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.02","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.14","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.86","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.78","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.73","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.75","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.72","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.98","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.09","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.95","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.86","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.67","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.1","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.7","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.67","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.04","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.12","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.61","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.89","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.03","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.97","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.12","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.66","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.17","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.08","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.08","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.87","","","","","","","","","","","","","","",""
"SURVEY","1923","MARKETING YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","0.67","","","","","","","","","","","","","","",""
"SURVEY","1923","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,792,000","","","","","","37,692,000","","13.5","","6,000","","","","32,000","","5.3",""
"SURVEY","1923","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","33,000","","","","23,000","","","","485,000","","437,000","","19","","4,000","","","","28,000","","7",""
"SURVEY","1923","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,936,000","","","","","","30,008,000","","15.5","","4,000","","","","21,000","","5.3",""
"SURVEY","1923","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","52,000","","","","","","1,742,000","","33.5","","22,000","","","","191,000","","8.7",""
"SURVEY","1923","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,196,000","","","","","","26,312,000","","22","","48,000","","","","226,000","","4.7",""
"SURVEY","1923","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","152,000","","","","3,911,000","","4,712,000","","31","","1,000","","","","6,000","","6.5",""
"SURVEY","1923","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","643,000","","","","","","6,752,000","","10.5","","1,000","","","","5,000","","5",""
"SURVEY","1923","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,811,000","","","","","","40,016,000","","10.5","","6,000","","","","23,000","","3.8",""
"SURVEY","1923","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","36,000","","","","","","1,386,000","","38.5","","10,000","","","","81,000","","8.1",""
"SURVEY","1923","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","7,670,000","","","","","","287,625,000","","37.5","","311,000","","","","2,177,000","","7",""
"SURVEY","1923","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","4,463,000","","","","","","169,594,000","","38","","187,000","","","","1,290,000","","6.9",""
"SURVEY","1923","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","9,006,000","","","","","","364,743,000","","40.5","","280,000","","","","2,212,000","","7.9",""
"SURVEY","1923","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","5,022,000","","","","","","115,506,000","","23","","131,000","","","","681,000","","5.2",""
"SURVEY","1923","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,027,000","","","","","","72,648,000","","24","","28,000","","","","185,000","","6.6",""
"SURVEY","1923","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,217,000","","","","","","17,038,000","","14","","3,000","","","","13,000","","4.4",""
"SURVEY","1923","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","566,000","","","","","","19,810,000","","35","","15,000","","","","122,000","","8.1",""
"SURVEY","1923","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","990,000","","","","","","32,175,000","","32.5","","307,000","","","","2,241,000","","7.3",""
"SURVEY","1923","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,952,000","","","","","","103,320,000","","35","","342,000","","","","2,633,000","","7.7",""
"SURVEY","1923","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,354,000","","","","","","31,779,000","","13.5","","7,000","","","","38,000","","5.4",""
"SURVEY","1923","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","5,900,000","","","","","","177,000,000","","30","","72,000","","","","418,000","","5.8",""
"SURVEY","1923","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","101,000","","","","","","2,070,000","","20.5","","6,000","","","","26,000","","4.3",""
"SURVEY","1923","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","7,914,000","","","","","","253,248,000","","32","","34,000","","","","187,000","","5.5",""
"SURVEY","1923","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","171,000","","","","","","6,840,000","","40","","20,000","","","","176,000","","8.8",""
"SURVEY","1923","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","174,000","","","","","","2,349,000","","13.5","","4,000","","","","16,000","","4",""
"SURVEY","1923","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","241,000","","","","","","7,808,000","","32.4","","341,000","","","","2,864,000","","8.4",""
"SURVEY","1923","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,102,000","","","","","","43,091,000","","20.5","","11,000","","","","52,000","","4.7",""
"SURVEY","1923","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","258,000","","","","","","8,127,000","","31.5","","45,000","","","","166,000","","3.7",""
"SURVEY","1923","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,092,000","","","","","","123,680,000","","40","","234,000","","","","2,012,000","","8.6",""
"SURVEY","1923","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,047,000","","","","","","33,517,000","","11","","19,000","","","","76,000","","4",""
"SURVEY","1923","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","25,000","","","","","","875,000","","35","","28,000","","","","204,000","","7.3",""
"SURVEY","1923","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,087,000","","","","","","44,567,000","","41","","170,000","","","","1,326,000","","7.8",""
"SURVEY","1923","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,769,000","","","","","","26,535,000","","15","","2,000","","","","10,000","","4.9",""
"SURVEY","1923","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","3,703,000","","","","","","118,496,000","","32","","49,000","","","","274,000","","5.6",""
"SURVEY","1923","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","2,897,000","","","","","","65,182,000","","22.5","","27,000","","","","170,000","","6.3",""
"SURVEY","1923","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","4,018,000","","","","","","66,297,000","","16.5","","4,000","","","","21,000","","5.2",""
"SURVEY","1923","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","8,000","","","","","","199,000","","24.9","","3,000","","","","31,000","","10.2",""
"SURVEY","1923","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","1,508,000","","","","","","38,303,000","","25.4","","68,000","","","","530,000","","7.8",""
"SURVEY","1923","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","17,000","","","","","","578,000","","34","","15,000","","","","144,000","","9.6",""
"SURVEY","1923","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","467,000","","","","","","13,076,000","","28","","18,000","","","","142,000","","7.9",""
"SURVEY","1923","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","945,000","","","","","","30,712,000","","32.5","","960,000","","","","7,488,000","","7.8",""
"SURVEY","1923","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","88,000","","","","","","1,584,000","","18","","5,000","","","","32,000","","6.3",""
"SURVEY","1922","MARKETING YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CORN","TOTAL","NOT SPECIFIED","","","","","","","1.01","","","","","","","","","","","","","","",""
